NumeroIdentificacion,NombrePrestador,NaturalezaJuridica,ESE,DepartamentoPrestador,MunicipioCode,MunicipioPrestador,CantMunicipios,CantSedes,ACTIVOS,RankActivos,PASIVOS,PATRIMONIO,INGRESOS,RankIngresos,GASTOS,COSTOS,UTILIDADES,PERIODO,MargenNeto%
900448056,CIRUGIA LAPAROSCOPICA DEL CAUCA SAS,Privada,NO,CAUCA,19001,POPAYÁN,1,1,3888672880,2054,1172655118,2716017762,4019351047,2155,923346634,2728885675,367118738,2023,"9,13"
800112384,CIRULASER ANDES S.A,Privada,NO,BOGOTÁ D.C,11001,BOGOTÁ,1,1,2878402865,2369,1998449898,879952967,4018921356,2156,1927563349,1957215092,134142915,2023,"3,34"
901177917,REHABILITACION INTEGRAL Y MEDICINA ESPECIALIZADA RIMED IPS S.A.S,Privada,NO,LA GUAJIRA,44001,RIOHACHA,1,2,473716205,4174,429996735,43719470,4018089599,2157,2151530035,1833911001,32648563,2023,"0,81"
900994370,NEUROCAD SAS,Privada,NO,TOLIMA,73268,ESPINAL,2,2,4500704910,1901,276500292,4224204618,4017845472,2158,734198646,1119007671,2164639155,2023,"53,88"
823002149,CENTRO DE SALUD SANTA LUCIA E.S.E.,Pública,SI,SUCRE,70110,BUENAVISTA,1,1,1974260177,2771,2036040414,-61780237,4014453090,2159,1913313625,896470685,1204668780,2023,"30,01"
900801462,SERVICIOS DE TELEASISTENCIA COLOMBIA S.A.S.,Privada,NO,ANTIOQUIA,05001,MEDELLÍN,1,1,3602832871,2135,1434999865,2167833006,4011455606,2160,2398761618,1128856905,483837083,2023,"12,06"
901119554,SERVI SALUD VALLE IPS,Privada,NO,VALLE DEL CAUCA,76001,CALI,2,2,3009997738,2316,1652594793,1357402945,4010040409,2161,1568742738,1824338586,616959085,2023,"15,39"
900436203,SOLUCIONES INTEGRALES DE SALUD POLOSALUD S.A.S.,Privada,NO,ANTIOQUIA,05837,TURBO,3,4,2281888800,2613,251452769,2030436031,4008295863,2162,614864106,2886132414,507299343,2023,"12,66"
900831938,CV+ SAS,Privada,NO,BOGOTÁ D.C,11001,BOGOTÁ,2,5,1590389212,2982,1569195272,21193940,4004593477,2163,282393170,3958260467,-236060160,2023,"-5,89"
901204424,REFORMAR IPS FUNDACIÓN,Privada,NO,BOLÍVAR,13001,CARTAGENA,1,1,1283321867,3217,463811932,819509935,4001205798,2164,767015562,2908991247,325198989,2023,"8,13"
829000347,PABLO EMILIO VANEGAS PLATA Y CIA LTDA,Privada,NO,SANTANDER,68081,BARRANCABERMEJA,1,1,2421167960,2549,609844479,1811323481,3995605422,2165,3013455975,155412034,826737413,2023,"20,69"
824000462,ESE HOSPITAL JOSE ANTONIO SOCARRAS,Pública,SI,CESAR,20443,MANAURE,1,1,3194237583,2254,293986957,2900250626,3992554417,2166,2203360733,1764178072,25015611,2023,"0,63"
901503917,HOSPICLAB SAS,Privada,NO,BOGOTÁ D.C,11001,BOGOTÁ,1,1,1581583000,2986,1015801000,565782000,3981861000,2167,648398000,3112789000,220674000,2023,"5,54"
890202066,E.S.E HOSPITAL INTEGRADO SAN ROQUE,Pública,SI,SANTANDER,68229,CURITÍ,1,1,10692808260,1134,116039370,10576768890,3979056491,2168,2097209382,1562149019,319698089,2023,"8,03"
900074059,GENETICA HUMANA E.U.,Privada,NO,BOGOTÁ D.C,11001,BOGOTÁ,1,1,1633270041,2956,943798663,689471378,3978795666,2169,1149803945,2637540124,191451597,2023,"4,81"
900259678,CIC LABORATORIOS S.A.S.,Privada,NO,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,19,19,4757598995,1859,2733369853,2024229142,3977363850,2170,3063779194,1024117624,-110532968,2023,"-2,78"
811013792,EMPRESA SOCIAL DEL ESTADO HOSPITAL ANTONIO ROLDAN BETANCUR,Pública,SI,ANTIOQUIA,05390,LA PINTADA,1,1,3913909281,2045,613733078,3300176203,3977315858,2171,1245435266,2890208919,-158328327,2023,"-3,98"
900543368,UROGIN ARMENIA,Privada,NO,QUINDÍO,63001,ARMENIA,2,2,3165515419,2265,1582186914,1583328505,3973905044,2172,2441808221,1717605556,-185508733,2023,"-4,67"
830104032,FUNDACION MEDICA MIRA TU SALUD,Privada,NO,BOGOTÁ D.C,11001,BOGOTÁ,2,2,2360215562,2576,230929666,2129285896,3973353090,2173,2317004224,1716328582,-59979716,2023,"-1,51"
800194627,ESE HOSPITAL SAN JOSE DE BELALCAZAR,Pública,SI,CALDAS,17088,BELALCÁZAR,1,1,7965080171,1353,232922453,7732157718,3965117044,2174,3085174209,780637468,99305367,2023,"2,5"
890503532,CLINICA LOS ANDES LTDA.,Privada,NO,NORTE DE SANTANDER,54001,CÚCUTA,1,2,3289906105,2215,2125856588,1164049517,3963170628,2175,2490073154,1657048265,-183950791,2023,"-4,64"
900179095,E.S.E. SAN PEDRO DE CUMBITARA,Pública,SI,NARIÑO,52233,CUMBITARA,1,5,2945526642,2338,43906264,2901620378,3954979226,2176,1433451104,1809951331,711576791,2023,"17,99"
900020613,PREVILABOR S.A.S,Privada,NO,ANTIOQUIA,05001,MEDELLÍN,1,1,5228205594,1748,1685126547,3543079047,3954824156,2177,2472163394,1322007776,160652986,2023,"4,06"
901360580,ODONTOPLUS MAX S.A.S.,Privada,NO,ANTIOQUIA,05631,SABANETA,3,4,1635448147,2955,1380947411,254500736,3947015486,2178,3103786373,718590430,124638683,2023,"3,16"
900031309,CENTRO DE DESARROLLO INTEGRAL DE SALUD FAMILIAR JUAN PABLO II IPS SAS CON SIGLA CEDI SALUD FAMILIAR JUAN PABLO II IPS SAS,Privada,NO,BOGOTÁ D.C,11001,BOGOTÁ,1,1,2291676461,2607,1150499470,1141176991,3946330072,2179,2572193012,1403656540,-29519480,2023,"-0,75"
900721733,CENTRO DE REHABILITACION Y TERAPIAS INTEGRALES SAS,Privada,NO,NARIÑO,52356,IPIALES,5,5,6727329948,1514,141621539,6585708409,3945861513,2180,1859845696,3262387850,-1176372033,2023,"-29,81"
800056153,FUNDACIÓN INTEGRAR,Privada,NO,ANTIOQUIA,05001,MEDELLÍN,1,1,2065868300,2719,354925174,1710943126,3940557999,2181,747113208,3002345795,191098996,2023,"4,85"
812002496,E.S.E. C.A.M.U. LA APARTADA,Pública,SI,CÓRDOBA,23350,LA APARTADA,1,1,7360028849,1423,557659662,6802369187,3938012584,2182,2217565396,1760263155,-39815967,2023,"-1,01"
809001086,HOSPITAL SERAFIN MONTAÑA CUELLAR ESE,Pública,SI,TOLIMA,73678,SAN LUIS,1,2,4292683975,1948,167683778,4125000197,3931564327,2183,2124550692,643112544,1163901090,2023,"29,6"
900142734,PATROJA S.A,Privada,NO,ANTIOQUIA,05001,MEDELLÍN,1,2,1537803554,3027,788881639,748921915,3926445412,2184,1361796439,2374197200,190451773,2023,"4,85"
900267129,FFUNDACION SOCIAL Y CRISTIANA VALERIA DE JESUS IPS,Privada,NO,ATLÁNTICO,08758,SOLEDAD,1,1,3121666251,2277,2546104357,575561894,3921288430,2185,1645054216,1856912610,419321604,2023,"10,69"
900115211,CLINICA SAN JORGE LA HORMIGA S.A.S,Privada,NO,PUTUMAYO,86865,VALLE DEL GUAMUEZ,1,1,3966093130,2034,2569606000,1396487130,3921012000,2186,3270589000,422156000,228267000,2023,"5,82"
830007382,UNIDAD DE ESPECIALISTAS OFTALMOLOGICOS S.A.,Privada,NO,BOGOTÁ D.C,11001,BOGOTÁ,1,1,3701610317,2115,1186511214,2515099103,3916460270,2187,1280565282,2624622897,11272091,2023,"0,29"
901006705,CLINICA ANI - H&G SAS,Privada,NO,VALLE DEL CAUCA,76001,CALI,1,2,1163657940,3316,221839548,941818392,3916284005,2188,3434840867,0,481443138,2023,"12,29"
900919030,I.P.S LA DIVINA MISERICORDIA S.A.S.,Privada,NO,SUCRE,70001,SINCELEJO,3,3,1752967035,2893,599446806,1153520229,3913788800,2189,754878079,2895450310,263460411,2023,"6,73"
900175990,RADIOLOGOS DEL PARQUE IPS S.A.S,Privada,NO,SANTANDER,68001,BUCARAMANGA,1,1,2401724938,2560,183442247,2218282691,3912912568,2190,252764543,3391953215,268194810,2023,"6,85"
900492813,LABORATORIO CLÍNICO RENAL CARE S.A.S.,Privada,NO,CÓRDOBA,23417,LORICA,1,1,7618962212,1389,5993937425,1625024787,3905887077,2191,1129774725,2959929241,-183816889,2023,"-4,71"
804017038,SALUD VIVIR IPS LTDA,Privada,NO,SANTANDER,68001,BUCARAMANGA,1,1,3193095740,2255,1091741345,2101354395,3905191544,2192,1100274850,2361603574,443313120,2023,"11,35"
800193653,SPECT MEDICINA NUCLEAR SAS,Privada,NO,SANTANDER,68276,FLORIDABLANCA,1,1,3859603487,2059,505869224,3353734263,3903352816,2193,243461416,3266887906,393003494,2023,"10,07"
900710318,SUMEDICA IPS S.A.S,Privada,NO,VALLE DEL CAUCA,76892,YUMBO,1,1,1972358483,2774,1110130334,862228149,3892426095,2194,370450080,3354173906,167802109,2023,"4,31"
901001972,ORGANIZACIÓN EN SALUD PARA UN TRABAJO SEGURO OSTS S.A.S.,Privada,NO,SANTANDER,68001,BUCARAMANGA,1,1,3267549015,2226,129670388,3137878627,3887866371,2195,418202293,627022081,2842641997,2023,"73,12"
890902151,ESE HOSPITAL SANTA ISABEL,Pública,SI,ANTIOQUIA,05310,GÓMEZ PLATA,1,1,5851601947,1654,4241567992,1610033955,3879826993,2196,1988185598,2482744934,-591103539,2023,"-15,24"
802022218,SERVICIOS DE SALUD OCUPACIONAL SAS,Privada,NO,ATLÁNTICO,08001,BARRANQUILLA,1,1,1619222113,2963,614409312,1004812801,3874447329,2197,2301713091,1101256917,471477321,2023,"12,17"
900293402,TIAN IPS SAS,Privada,NO,CAUCA,19698,SANTANDER DE QUILICHAO,3,3,2145241953,2676,525661434,1619580519,3869703027,2198,1212037640,2529899409,127765978,2023,"3,3"
900786245,SAFETY FIRST COLOMBIA S.A.S,Privada,NO,ANTIOQUIA,05001,MEDELLÍN,1,1,2275916622,2616,805223183,1470693439,3868145090,2199,1297101241,2528878694,42165155,2023,"1,09"
824003102,CENTRAL DE PATOLOGIA DEL CESAR LTDA,Privada,NO,CESAR,20001,VALLEDUPAR,1,1,2984157190,2327,335532882,2648624308,3859270617,2200,1371403648,1710381202,777485767,2023,"20,15"
900738164,NOVA HOLDINGS S.A.S.,Privada,NO,ANTIOQUIA,05001,MEDELLÍN,1,2,1655849000,2939,987158345,668690655,3855324643,2201,2424880160,1156045000,274399483,2023,"7,12"
900184499,OPORTUNIDAD Y VIDA,Privada,NO,CÓRDOBA,23001,MONTERÍA,1,1,2632623129,2460,2017869132,614753997,3849864113,2202,1172573653,2266529779,410760681,2023,"10,67"
901348121,HIDENTAL S.A.S.,Privada,NO,ANTIOQUIA,05088,BELLO,2,2,417178610,4297,290328607,126850003,3849469642,2203,3027667931,727717290,94084421,2023,"2,44"
901192437,"NATALIS S.A.S PERINATOLOGIA, DIAGNOSTICO Y ULTRASONIDO PRENATAL SEDE FUNDACION",Privada,NO,MAGDALENA,47288,FUNDACIÓN,2,3,3202342714,2249,1684590129,1517752585,3847511837,2204,589643888,2269639537,988228412,2023,"25,68"
900388106,CLINICA NACIONAL DE PROTESIS DENTAL S.A.S.,Privada,NO,VALLE DEL CAUCA,76001,CALI,1,2,3265788387,2227,1613619058,1652169329,3842597000,2205,1607187479,1973009481,262400040,2023,"6,83"
800165050,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN BARTOLOMÉ,Pública,SI,ANTIOQUIA,05475,MURINDÓ,1,1,2221569467,2641,996122900,1225446567,3836078285,2206,2882553627,843528531,109996127,2023,"2,87"
800223902,MEDIEXPRESS S.A.S,Privada,NO,BOGOTÁ D.C,11001,BOGOTÁ,1,4,4489587061,1904,846129503,3643457558,3827874692,2207,667909004,2915303062,244662626,2023,"6,39"
900978672,PUERTO SALUD UNIDAD MEDICA INTEGRAL S.A.S,Privada,NO,ATLÁNTICO,08573,PUERTO COLOMBIA,1,1,3382342012,2190,2172446952,1209895060,3827460892,2208,1417222454,1887912412,522326026,2023,"13,65"
900263426,CENTRO ESPECIALIZADO DE ALTA TECNOLOGIA EN IMÁGENES DIAGNOSTICAS SAS,Privada,NO,PUTUMAYO,86568,PUERTO ASÍS,1,1,4125305580,1994,1496255561,2629050019,3826975828,2209,3007605317,725565532,93804979,2023,"2,45"
900229038,SOMEFYR SAS,Privada,NO,NORTE DE SANTANDER,54001,CÚCUTA,1,1,2620139160,2469,1150008425,1470130735,3826493408,2210,789405411,2769532478,267555519,2023,"6,99"
900558437,CLINICA CEP -CLÍNICA ESPECIALISTAS DEL POBLADO-CIRUPLAN SAS,Privada,NO,ANTIOQUIA,05001,MEDELLÍN,1,1,8620903101,1291,627834245,7993068856,3825224239,2211,2410475607,1103952294,310796338,2023,"8,12"
901494894,VAE MEDICINA Y BIENESTAR INTEGRAL IPS S.A.S,Privada,NO,ATLÁNTICO,08001,BARRANQUILLA,2,2,1723719435,2908,513593678,1210125757,3824169407,2212,1415082358,1808775276,600311773,2023,"15,7"
900600212,CARDIOLOGIA SIGLO XXI S.A.S,Privada,NO,CUNDINAMARCA,25307,GIRARDOT,4,4,3650733320,2127,2334750344,1315982976,3820657800,2213,1252864478,2785316890,-217523568,2023,"-5,69"
800213121,CENTRO CLÍNICO CARVAJAL IPS SAS,Privada,NO,SANTANDER,68655,SABANA DE TORRES,1,1,5217278096,1751,3260212913,1957065183,3817087714,2214,1350705569,2093256241,373125904,2023,"9,78"
900347399,EXPORT HEALTH S.A.S,Privada,NO,QUINDÍO,63001,ARMENIA,1,1,3039217965,2309,1191208103,1848009862,3817039677,2215,565224066,1838805749,1413009862,2023,"37,02"
900592351,MOBILITY GROUP SAS,Privada,NO,BOGOTÁ D.C,11001,BOGOTÁ,1,1,2654892260,2447,842502443,1812389817,3813924812,2216,2428593867,1081456573,303874372,2023,"7,97"
819001274,ESE HOSPITAL LOCAL PIJIÑO DEL CARMEN,Pública,SI,MAGDALENA,47545,PIJIÑO DEL CARMEN,1,3,3360722705,2201,3020080464,340642241,3813066810,2217,1531841834,2244031158,37193818,2023,"0,98"
890982183,ESE HOSPITAL SAN RAFAEL,Pública,SI,ANTIOQUIA,05038,ANGOSTURA,1,1,4959381128,1806,1667248066,3292133062,3807537239,2218,1937953242,1693696977,175887020,2023,"4,62"
901544572,IPS CAMBIO SEMILLERO DE VIDA SAS,Privada,NO,CAUCA,19807,TIMBÍO,1,1,2200430350,2649,440265521,1760164829,3807323613,2219,1878117433,1094298460,834907720,2023,"21,93"
800174979,GRUPO MEDICO DE ANTIOQUIA SAS,Privada,NO,ANTIOQUIA,05001,MEDELLÍN,2,2,1413315366,3110,826831259,586484107,3797268496,2220,2223002685,1500965045,73300766,2023,"1,93"
820002248,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE VENTAQUEMADA,Pública,SI,BOYACÁ,15861,VENTAQUEMADA,1,3,16449760973,867,9686253539,6763507434,3789934316,2221,956869199,1794230797,1038834319,2023,"27,41"
901157300,PATOLOGIA Y DIAGNOSTICO ESPECIALIZADO ISABEL BOLIVAR AGUILERA S.A.S,Privada,NO,SANTANDER,68276,FLORIDABLANCA,1,1,3751983890,2099,688168226,3063815664,3782954456,2222,2854061946,106516800,822375710,2023,"21,74"
900445008,IPS WTA LATAM SAS,Privada,NO,BOGOTÁ D.C,11001,BOGOTÁ,1,1,2567308977,2491,1336446568,1230862409,3781201521,2223,1492518103,1962927705,325755713,2023,"8,62"
800204545,SIGANDINI S.A.S,Privada,NO,BOGOTÁ D.C,11001,BOGOTÁ,1,2,2666899784,2443,681226258,1985673526,3777611527,2224,1669176451,1919031337,189403739,2023,"5,01"
900957139,SERVICIOS DE SALUD ESPECIALIZADOS S.A.S,Privada,NO,LA GUAJIRA,44001,RIOHACHA,1,1,2032368519,2740,1049871437,982497082,3776616380,2225,821199156,2234712828,720704396,2023,"19,08"
901601329,SALUD VITALIA SAS,Privada,NO,VALLE DEL CAUCA,76001,CALI,1,1,1719272205,2911,911733517,807538688,3774006004,2226,1593296447,1351170869,829538688,2023,"21,98"
900798538,ALERGOLOGOS DE OCCIDENTE S.A.S.,Privada,NO,VALLE DEL CAUCA,76001,CALI,2,4,2318685913,2594,1607513824,711172089,3771434858,2227,2698523645,842978252,229932961,2023,"6,1"
901356162,UNIDAD DE SALUD MENTAL GUADALUPE,Privada,NO,LA GUAJIRA,44430,MAICAO,1,1,1086497395,3378,475111470,611385925,3768574712,2228,1327444204,2066631843,374498665,2023,"9,94"
890982370,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL,Pública,SI,ANTIOQUIA,05240,EBÉJICO,1,2,5143764818,1765,3997865998,1145898820,3768483833,2229,1573455407,2364020809,-168992383,2023,"-4,48"
811022711,ODONTOPLUS SAS,Privada,NO,ANTIOQUIA,05001,MEDELLÍN,1,1,749503602,3745,444496561,305007041,3768083100,2230,283101793,3419412725,65568582,2023,"1,74"
890983675,ESE HOSPITAL SAN FRANCISCO,Pública,SI,ANTIOQUIA,05543,PEQUE,1,1,2672302640,2441,1501041676,1171260964,3767415574,2231,1557493989,1982530639,227390946,2023,"6,04"
900135676,E.S.E CENTRO DE SALUD SAN MIGUEL,Pública,SI,NARIÑO,52051,ARBOLEDA,1,4,5302576913,1730,890990509,4411586404,3763101605,2232,1374126377,1604667867,784307361,2023,"20,84"
900690362,SINDY CLARO MEDICINA ESTÉTICA ESPECIALIZADA S.A.S.,Privada,NO,MAGDALENA,47001,SANTA MARTA,1,1,1867898735,2832,1177509686,690389049,3758928585,2233,2001963772,1585354866,171609947,2023,"4,57"
800204919,CLINICA RESPIRATORIA Y DE ALERGIAS S.A.S,Privada,NO,BOLÍVAR,13001,CARTAGENA,1,1,2275786564,2617,389758257,1886028307,3756353904,2234,1389332245,1635260639,731761020,2023,"19,48"
900012660,CARDENAS VISION S.A.S,Privada,NO,BOYACÁ,15001,TUNJA,5,5,4842684446,1838,2280442601,2562241845,3755675411,2235,1961958133,1294609693,499107585,2023,"13,29"
900763514,CENCISALUD SAS,Privada,NO,BOGOTÁ D.C,11001,BOGOTÁ,1,1,927631816,3521,446639920,480991896,3754796157,2236,622795068,3104569546,27431543,2023,"0,73"
890981494,ESE HOSPITAL SAN ANTONIO,Pública,SI,ANTIOQUIA,05091,BETANIA,1,1,4932490362,1814,1293955235,3638535126,3754555212,2237,1081769795,2075104034,597681383,2023,"15,92"
901183045,IPS TERAPÉUTICA INTEGRAL S.A.S,Privada,NO,BOGOTÁ D.C,11001,BOGOTÁ,1,1,1297049773,3208,317284441,979765332,3747433509,2238,1106008875,1917456918,723967716,2023,"19,32"
800024744,UNIDAD DE CIRUGIA DEL TOLIMA,Privada,NO,TOLIMA,73001,IBAGUÉ,1,1,5721407332,1667,1295724954,4425682378,3742337980,2239,1208403959,3166638463,-632704442,2023,"-16,91"
900259750,ALVEN IPS E.U.,Privada,NO,CÓRDOBA,23001,MONTERÍA,1,3,3709431992,2111,1246876049,2462555943,3733872862,2240,974565478,2358698000,400609384,2023,"10,73"
900643615,FUNDACIÓN LUGAR DE ENCUENTRO SAN FRANCISCO DE ASIS - FLE,Privada,NO,ATLÁNTICO,08421,LURUACO,2,2,2600556477,2473,2974456230,-373899753,3727966084,2241,2314688827,1388150745,25126512,2023,"0,67"
901290414,SOCIEDAD DE CIRUJANOS PEDIATRAS ESPECIALISTAS IPS S.A.S,Privada,NO,ATLÁNTICO,08001,BARRANQUILLA,1,1,5420689390,1709,3846508951,1574180439,3726721683,2242,818793630,2570834926,337093127,2023,"9,05"
900582589,UNIDADES DIAGNOSTICAS ESPECIALIZADAS S.A.S.,Privada,NO,HUILA,41001,NEIVA,1,2,6363763971,1574,3630750402,2733013569,3716263606,2243,1450669719,1687349865,578244022,2023,"15,56"
890397282,ESE HOSPITAL SAN FRANCISCO DE ASIS,Pública,SI,ANTIOQUIA,05044,ANZA,1,1,4320253818,1940,1929607541,2390646277,3713382725,2244,2555899321,948222432,209260972,2023,"5,64"
900493920,AUG KAPITAL SAS.,Privada,NO,ANTIOQUIA,05631,SABANETA,1,1,6878129099,1493,6848718724,29410375,3712930678,2245,2295787221,2706060706,-1288917249,2023,"-34,71"
900169684,EMPRESA SOCIAL DEL ESTADO SAN JUAN DE BETULIA,Pública,SI,SUCRE,70702,SAN JUAN DE BETULIA,1,2,2512502055,2510,3491833830,-979331775,3708407930,2246,3982735045,292648752,-566975867,2023,"-15,29"
900309408,CORPORACION CENTRO HOLISTICO CCH,Privada,NO,BOGOTÁ D.C,11001,BOGOTÁ,1,2,2419635623,2551,574769738,1844865885,3704575546,2247,641148898,3865098184,-801671536,2023,"-21,64"
900108282,CENTRO DE SALUDYA E.S.E. DE YACUANQUER,Pública,SI,NARIÑO,52885,YACUANQUER,1,1,4606282569,1880,60371629,4545910939,3703258233,2248,1664577062,1908547531,130133640,2023,"3,51"
802009049,ESE CENTRO DE SALUD USIACURI JOSE MARIA FEREZ FARAH,Pública,SI,ATLÁNTICO,08849,USIACURÍ,1,1,3700236647,2116,786665027,2913571620,3702561637,2249,1728363674,1037832791,936365172,2023,"25,29"
819004276,CLÍNICA LA ESPERANZA IPS S.A.S.,Privada,NO,MAGDALENA,47245,EL BANCO,1,2,5618920091,1684,952120808,4666799283,3694388634,2250,605957329,3003350980,85080325,2023,"2,3"
900241448,CARDIOLOGIA DIAGNOSTICA DEL NORTE S.A.S.- CARDINOR S.A.S.,Privada,NO,NORTE DE SANTANDER,54001,CÚCUTA,1,1,3434870000,2173,702832000,2732038000,3693415000,2251,2374512000,1680491000,-361588000,2023,"-9,79"
800037202,HOSPITAL LOCAL DE GUAMAL PRIMER NIVEL E.S.E.,Pública,SI,META,50318,GUAMAL,1,1,4385598881,1931,514474068,3871124812,3692646107,2252,1540159757,1774645698,377840651,2023,"10,23"
900800161,RADIOLOGIA E IMAGENES DIAGNOSTICAS DEL CAUCA RIDEC SAS,Privada,NO,CAUCA,19001,POPAYÁN,1,1,2873477596,2372,1421137008,1452340588,3692006724,2253,1221276175,1951038904,519691645,2023,"14,08"
900429381,GRUPO EMPRESARIAL SEVILLA SAS,Privada,NO,BOGOTÁ D.C,11001,BOGOTÁ,1,1,4369746727,1933,3844098025,525648702,3687923602,2254,3041085040,545368473,101470089,2023,"2,75"
823002856,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN BLAS DE MORROA,Pública,SI,SUCRE,70473,MORROA,1,5,1282093492,3218,1469332550,-187239058,3686386425,2255,2190169621,1339819038,156397766,2023,"4,24"
800213942,ESE HOSPITAL SANTA CRUZ DE URAMITA,Pública,SI,LA GUAJIRA,44855,URUMITA,1,1,4846291171,1836,1335312708,3510978463,3686296388,2256,1897422032,1720600103,68274253,2023,"1,85"
814006620,E.S.E. JUAN PABLO II DEL MUNICIPIO DE LINARES,Pública,SI,NARIÑO,52411,LINARES,1,2,3016810538,2314,416485598,2600324940,3677729384,2257,2673790182,766607888,237331314,2023,"6,45"
891901082,HOSPITAL SAN RAFAEL EMPRESA SOCIAL DEL ESTADO,Pública,SI,VALLE DEL CAUCA,76243,EL ÁGUILA,1,1,1982687802,2765,73797604,1908890198,3677592703,2258,1105779320,2321232554,250580829,2023,"6,81"
890203551,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL,Pública,SI,SANTANDER,68207,CONCEPCIÓN,1,1,5953429149,1633,118532426,5834896723,3677474608,2259,514193234,1815277573,1348003801,2023,"36,66"
900438315,CENTRO MEDICO QUIRÚRGICO DE LA ORINOQUÍA S A S,Privada,NO,CASANARE,85001,YOPAL,1,1,10145987565,1177,2041198136,8104789429,3677302825,2260,1170267561,2402036326,104998938,2023,"2,86"
900847258,SEGURIDAD SALUD EN EL TRABAJO Y AMBIENTE CONSULTING S.A.S,Privada,NO,ATLÁNTICO,08001,BARRANQUILLA,1,2,4491309015,1903,3761175562,730133453,3670206394,2261,2040408259,1619872885,9925250,2023,"0,27"
890204789,E.S.E. HOSPITAL INTEGRADO SAN ANTONIO,Pública,SI,SANTANDER,68572,PUENTE NACIONAL,2,2,7701409701,1382,1025405305,6676004396,3669851189,2262,978319686,2049113037,642418466,2023,"17,51"
800240025,EURODIGEST S.A.S.,Privada,NO,BOGOTÁ D.C,11001,BOGOTÁ,1,1,55839875970,367,8670463048,47169412922,3662918541,2263,1749821422,778880987,1134216132,2023,"30,96"
800125276,ESE HOSPITAL NUESTRA SEÑORA DE LOS REMEDIOS,Pública,SI,SANTANDER,68684,SAN JOSÉ DE MIRANDA,2,2,3374780745,2195,3527604,3371253141,3662228244,2264,1444696227,1605964982,611567035,2023,"16,7"
900691995,GNOSTIKA S.A.S SIGLA GNOSTIKA S.A.S,Privada,NO,BOGOTÁ D.C,11001,BOGOTÁ,1,1,3470634765,2165,1895738867,1574895898,3661294771,2265,2499675037,910965403,250654331,2023,"6,85"
830003967,ENFERMERAS UN COMPROMISO SAS,Privada,NO,BOGOTÁ D.C,11001,BOGOTÁ,1,1,1154751897,3322,821329061,333422836,3658203688,2266,1597952820,2072885491,-12634623,2023,"-0,35"
900274139,UNIDAD DE DIAGNOSTICO Y CIRUGIA ENDOSCOPICA ANDES DEL SUR S.A.S,Privada,NO,CAUCA,19001,POPAYÁN,1,1,2064756204,2721,1258909075,805847129,3657047016,2267,868564088,2312490587,475992341,2023,"13,02"
806013761,ESE HOSPITAL HATILLO DE LOBA,Pública,SI,BOLÍVAR,13300,HATILLO DE LOBA,1,1,2763865649,2414,617022000,2146843649,3656264324,2268,1256782499,2288595465,110886360,2023,"3,03"
900212100,PANOREX CEDENT S.A.S,Privada,NO,CASANARE,85001,YOPAL,1,2,3427750252,2175,1635192122,1792558130,3654676772,2269,1222859529,2264122270,167694973,2023,"4,59"
891103889,ESE HOSPITAL SANTA TERESA,Pública,SI,HUILA,41797,TESALIA,1,2,4796738547,1848,192526745,4604211801,3654538737,2270,1542813535,1963579416,148145786,2023,"4,05"
804005571,COMPAÑIA RSO S.A.,Privada,NO,SANTANDER,68001,BUCARAMANGA,1,1,3042614689,2308,1805390297,1237224392,3645874073,2271,1903127085,1694706680,48040308,2023,"1,32"
901002107,SPORTMEDS SAS.,Privada,NO,VALLE DEL CAUCA,76001,CALI,1,1,1959442029,2782,568543976,1390898053,3643904915,2272,995349272,1952900371,695655272,2023,"19,09"
901477191,IPS RADIOLOGICA OG SAS,Privada,NO,BOGOTÁ D.C,11001,BOGOTÁ,1,1,630881851,3915,605701988,25179863,3640690968,2273,829534138,2889972097,-78815267,2023,"-2,16"
901079938,COMPLEMEDICA SAS,Privada,NO,NARIÑO,52001,PASTO,1,1,2046866487,2733,1441966695,604899792,3639099687,2274,1232166909,2009984319,396948459,2023,"10,91"
900886719,I.P.S MEDICAL MOVIL S.A.S.,Privada,NO,SUCRE,70001,SINCELEJO,1,1,3377307462,2192,1406363157,1970944305,3635660530,2275,1819284489,1404588262,411787779,2023,"11,33"
900066955,CLINICA FUNDADORES ARMENIA S.A.S.,Privada,NO,QUINDÍO,63001,ARMENIA,1,1,1571792347,2993,422513507,1149278840,3634441840,2276,1091651469,2318938701,223851670,2023,"6,16"
900244429,TECNOVIDA DIAGNOSTICO POR IMAGENES S.A.S.,Privada,NO,RISARALDA,66001,PEREIRA,1,1,2604934905,2471,712779765,1892155140,3630777414,2277,1156843759,2362191465,111742190,2023,"3,08"
802010301,ESE HOSPITAL DE CANDELARIA,Pública,SI,ATLÁNTICO,08141,CANDELARIA,1,3,5417848529,1710,2057821341,3360027188,3620495031,2278,2188596461,1884679624,-452781054,2023,"-12,51"
900571645,SOSIMETRIC SAS,Privada,NO,ATLÁNTICO,08001,BARRANQUILLA,2,2,1104687259,3363,328998178,775689081,3613216709,2279,2123751096,1299233479,190232134,2023,"5,26"
